,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments
1482,P-16019,Bustamante,José,1907-01-01,0,0,0,0,1,1,1930
1483,P-20091,Bustamante,José,1922-03-05,0,0,1,0,0,1,1950
1484,P-49962,Butcher,Terry,1958-12-28,0,0,1,0,0,3,"1982, 1986, 1990"
1485,P-15353,Butel,Annaïg,1992-02-15,1,0,1,0,0,1,2015
1486,P-99830,Butina,Tomislav,1974-03-30,0,1,0,0,0,2,"2002, 2006"
1487,P-38372,Butland,Jack,1993-03-10,0,1,0,0,0,1,2018
1488,P-12940,Butragueño,Emilio,1963-07-22,0,0,0,0,1,2,"1986, 1990"
1489,P-05630,Butt,Hans-Jörg,1974-05-28,0,1,0,0,0,2,"2002, 2010"
1490,P-03723,Butt,Nicky,1975-01-21,0,0,0,1,0,1,2002
1491,P-33714,Buyle,Fernand,1918-03-03,0,0,0,0,1,1,1938
1492,P-37134,Buzánszky,Jenő,1925-05-04,0,0,1,0,0,1,1954
1493,P-79204,Buzek,Hans,1938-05-22,0,0,0,0,1,1,1958
1494,P-48304,By Rise,Ola,1960-11-14,0,1,0,0,0,1,1994
1495,P-55388,Byelik,Oleksiy,1981-02-15,0,0,0,0,1,1,2006
1496,P-64663,Byrne,Gerry,1938-08-29,0,0,1,0,0,1,1966
1497,P-61238,Byrne,John,1961-02-01,0,0,0,0,1,1,1990
1498,P-57872,Byrne,Roger,1929-09-08,0,0,1,0,0,1,1954
1499,P-02102,Byshovets,Anatoliy,1946-04-23,0,0,0,0,1,1,1970
1500,P-50938,Byun,Byung-joo,1961-04-26,0,0,0,0,1,2,"1986, 1990"
1501,P-42459,Caballero,Carlos,1958-12-05,0,0,0,1,0,1,1982
1502,P-76755,Caballero,Gabriel,1971-02-05,0,0,0,1,0,1,2002
1503,P-69529,Caballero,Luis,1962-09-17,0,0,1,0,0,1,1986
1504,P-17853,Caballero,Willy,1981-09-28,0,1,0,0,0,1,2018
1505,P-11817,Cabanas,Ricardo,1979-01-17,0,0,0,1,0,1,2006
1506,P-29440,Cabañas,Roberto,1961-04-11,0,0,0,0,1,1,1986
1507,P-54903,Cabañas,Salvador,1980-08-05,0,0,0,0,1,1,2006
1508,P-02030,Cabango,Ben,2000-05-30,0,0,1,0,0,1,2022
1509,P-67867,Cabaye,Yohan,1986-01-14,0,0,0,1,0,1,2014
1510,P-46849,Cabeção,not applicable,1930-08-23,0,1,0,0,0,1,1954
1511,P-79882,Cabella,Rémy,1990-03-08,0,0,0,1,0,1,2014
1512,P-10096,Cabezas,Salvador,1947-02-28,0,0,0,0,1,1,1970
1513,P-03360,Cabral,Eufemio,1955-03-21,0,0,0,0,1,1,1986
1514,P-35342,Cabrera,Ángel,1939-10-09,0,0,0,0,1,1,1962
1515,P-52495,Cabrera,Antonio,not available,0,0,1,0,0,1,1950
1516,P-70115,Cabrera,David,1945-09-12,0,0,0,0,1,1,1970
1517,P-67363,Cabrera,René,1925-10-21,0,0,0,1,0,1,1950
1518,P-18562,Cabrera,Wilmar,1959-07-31,0,0,0,0,1,1,1986
1519,P-13552,Cabrera,Wílmer,1967-09-15,0,0,1,0,0,2,"1990, 1998"
1520,P-03775,Cabrini,Antonio,1957-10-08,0,0,1,0,0,3,"1978, 1982, 1986"
1521,P-10713,Cacau,not applicable,1981-03-27,0,0,0,0,1,1,2010
1522,P-01594,Cáceda,Carlos,1991-09-27,0,1,0,0,0,1,2018
1523,P-41616,Cáceres,Fernando,1969-02-07,0,0,1,0,0,1,1994
1524,P-03944,Cáceres,Juan,1949-12-27,0,1,0,0,0,1,1978
1525,P-50109,Cáceres,Julio César,1979-10-05,0,0,1,0,0,3,"2002, 2006, 2010"
1526,P-74058,Cáceres,Martín,1987-04-07,0,0,1,0,0,4,"2010, 2014, 2018, 2022"
1527,P-21823,Cáceres,Víctor,1985-03-25,0,0,0,1,0,1,2010
1528,P-84056,Cáceres,Virginio,1962-05-21,0,0,1,0,0,1,1986
1529,P-98016,Cadamuro-Bentaïba,Liassine,1988-03-05,0,0,1,0,0,1,2014
1530,P-08277,Čadek,Jiří,1935-12-07,0,0,0,1,0,1,1958
1531,P-30744,Caetano,Omar,1938-11-08,0,0,1,1,0,2,"1966, 1970"
1532,P-91718,Cafu,not applicable,1970-06-07,0,0,1,0,0,4,"1994, 1998, 2002, 2006"
1533,P-56280,Cahill,Gary,1985-12-19,0,0,1,0,0,2,"2014, 2018"
1534,P-44926,Cahill,Tim,1979-12-06,0,0,0,1,1,4,"2006, 2010, 2014, 2018"
1535,P-04586,Caicedo,Carina,1987-07-23,1,0,0,0,1,1,2015
1536,P-79710,Caicedo,Felipe,1988-09-05,0,0,0,0,1,1,2014
1537,P-82216,Caicedo,Moisés,2001-11-02,0,0,0,1,0,1,2022
1538,P-23914,Čajkovski,Željko,1925-05-05,0,0,0,0,1,1,1950
1539,P-39366,Čajkovski,Zlatko,1923-11-24,0,0,0,1,0,2,"1950, 1954"
1540,P-65181,Caju,not applicable,1949-06-16,0,0,0,1,0,2,"1970, 1974"
1541,P-92370,Caldenhove,Bertus,1914-01-19,0,0,1,0,0,1,1938
1542,P-19703,Caldentey,Mariona,1996-03-19,1,0,0,0,1,1,2019
1543,P-14296,Calderé,Ramón,1959-01-16,0,0,0,1,0,1,1986
1544,P-10969,Calderón,Gabriel,1960-02-07,0,0,0,0,1,2,"1982, 1990"
1545,P-66980,Calderón,Ignacio,1943-12-13,0,1,0,0,0,2,"1966, 1970"
1546,P-91983,Calderón,José,1985-08-14,0,1,0,0,0,1,2018
1547,P-90775,Calderón de la Barca,Carlos,1934-10-02,0,0,0,0,1,1,1958
1548,P-77029,Calderwood,Colin,1965-01-20,0,0,1,0,0,1,1998
1549,P-42014,Caldow,Eric,1934-05-14,0,0,1,0,0,1,1958
1550,P-18252,Calero,Miguel,1971-04-14,0,1,0,0,0,1,1998
1551,P-57922,Ćaleta-Car,Duje,1996-09-17,0,0,1,0,0,1,2018
1552,P-53257,Calics,Oscar,1939-11-18,0,0,0,1,0,1,1966
1553,P-84232,Caligaris,Umberto,1901-07-26,0,0,1,0,0,1,1934
1554,P-82723,Caligiuri,Paul,1964-03-09,0,0,1,1,0,2,"1990, 1994"
1555,P-28523,Call,Sara,1977-07-16,1,0,1,0,0,1,2003
1556,P-49523,Callaghan,Ian,1942-04-10,0,0,0,1,0,1,1966
1557,P-87249,Calle,Ignacio,1931-08-21,0,0,1,0,0,1,1962
1558,P-92623,Calonga,Lorenzo,1929-08-28,0,0,0,0,1,1,1950
1559,P-16119,Calvo,Diego,1991-03-25,0,0,0,1,0,1,2014
1560,P-71100,Calvo,Francisco,1992-07-08,0,0,1,0,0,2,"2018, 2022"
1561,P-47453,Calvo,Juan Carlos,1906-06-26,0,0,0,0,1,1,1930
1562,P-96996,Camacho,José Antonio,1955-06-08,0,0,1,0,0,2,"1982, 1986"
1563,P-97290,Camacho,Manuel,1929-04-29,0,1,0,0,0,1,1958
1564,P-01462,Camara,Henri,1977-05-10,0,0,0,0,1,1,2002
1565,P-05029,Camara,Souleymane,1982-12-22,0,0,0,0,1,1,2002
1566,P-80697,Camarasa,Paco,1967-09-27,0,0,1,0,0,1,1994
1567,P-58563,Cămătaru,Rodion,1958-06-22,0,0,0,0,1,1,1990
1568,P-80996,Camavinga,Eduardo,2002-11-10,0,0,0,1,0,1,2022
1569,P-28531,Čambal,Štefan,1908-12-17,0,0,0,1,0,1,1934
1570,P-66229,Cambiasso,Esteban,1980-08-18,0,0,0,1,0,1,2006
1571,P-51981,Cambronero,Daniel,1986-01-08,0,1,0,0,0,1,2014
1572,P-58801,Cámera,Francisco,1944-01-01,0,0,1,0,0,1,1970
1573,P-31173,Cameron,Geoff,1985-07-11,0,0,1,0,0,1,2014
1574,P-47069,Cameron,Tiffany,1991-10-16,1,0,0,0,1,1,2019
1575,P-49703,Camila,not applicable,1994-10-10,1,0,1,0,0,1,2019
1576,P-97666,Caminero,José Luis,1967-11-08,0,0,0,1,0,1,1994
1577,P-22378,Camoranesi,Mauro,1976-10-04,0,0,0,1,0,2,"2006, 2010"
1578,P-69606,Campagnaro,Hugo,1980-06-27,0,0,1,0,0,1,2014
1579,P-46020,Campaña,Martín,1989-05-29,0,1,0,0,0,1,2018
1580,P-62088,Campatelli,Aldo,1919-04-07,0,0,0,0,1,1,1950
1581,P-36137,Campbell,Bobby,1956-09-13,0,0,0,0,1,1,1982
1582,P-40633,Campbell,David,1965-06-02,0,0,0,1,0,1,1986
1583,P-33066,Campbell,Ernie,1949-10-20,0,0,0,1,0,1,1974
1584,P-70812,Campbell,Joel,1992-06-26,0,0,0,0,1,3,"2014, 2018, 2022"
1585,P-23793,Campbell,Julia,1965-04-01,1,0,0,1,0,1,1991
1586,P-57799,Campbell,Sashana,1991-03-02,1,0,1,0,0,1,2019
1587,P-97840,Campbell,Sol,1974-09-18,0,0,1,0,0,3,"1998, 2002, 2006"
1588,P-22620,Campo,Iván,1974-02-21,0,0,1,0,0,1,1998
1589,P-42198,Campos,Carlos,1937-02-14,0,0,0,1,1,2,"1962, 1966"
1590,P-30953,Campos,Eloy,1942-05-31,0,0,1,0,0,1,1970
1591,P-16365,Campos,Fernando,1923-10-15,0,0,0,1,0,1,1950
1592,P-50787,Campos,Jorge,1966-10-15,0,1,0,0,0,3,"1994, 1998, 2002"
1593,P-78557,Campos,Jorge Luis,1970-08-11,0,0,0,1,1,2,"1998, 2002"
1594,P-81462,Campos,Natalia,1992-01-12,1,1,0,0,0,1,2019
1595,P-14138,Canales,Ricardo,1982-05-30,0,1,0,0,0,1,2010
1596,P-03130,Canalli,not applicable,1907-03-12,0,0,0,1,0,1,1934
1597,P-15632,Cancelarich,Fabián,1965-12-20,0,1,0,0,0,1,1990
1598,P-16736,Cancelo,João,1994-05-27,0,0,1,0,0,1,2022
1599,P-22876,Candela,Vincent,1973-10-24,0,0,1,0,0,2,"1998, 2002"
1600,P-35850,Candreva,Antonio,1987-02-28,0,0,0,1,0,1,2014
1601,P-48643,Caneira,Marco,1979-02-09,0,0,1,0,0,2,"2002, 2006"
1602,P-53152,Cañete,Adolfino,1956-09-13,0,0,0,1,0,1,1986
1603,P-15799,Cañete,Juan,1929-07-27,0,0,0,0,1,1,1950
1604,P-35873,Caniggia,Claudio,1967-01-09,0,0,0,0,1,3,"1990, 1994, 2002"
1605,P-82458,Caniza,Denis,1974-08-29,0,0,1,0,0,4,"1998, 2002, 2006, 2010"
1606,P-16059,Cañizares,Santiago,1969-12-18,0,1,0,0,0,3,"1994, 1998, 2006"
1607,P-88863,Cannavaro,Fabio,1973-09-13,0,0,1,0,0,4,"1998, 2002, 2006, 2010"
1608,P-38692,Cano,Rubén,1951-02-05,0,0,0,0,1,1,1978
1609,P-24667,Canobbio,Agustín,1998-10-01,0,0,0,1,0,1,2022
1610,P-69782,Cantero,Castor,1918-01-12,0,0,0,1,0,1,1950
1611,P-96092,Cap,Vladislao,1934-07-05,0,0,1,0,0,1,1962
1612,P-47753,Capdevila,Joan,1978-02-03,0,0,1,0,0,1,2010
1613,P-27187,Capelle,Jean,1913-10-26,0,0,0,0,1,2,"1934, 1938"
1614,P-77318,Capelle,Marcel,1904-12-11,0,0,1,0,0,1,1930
1615,P-93703,Capello,Fabio,1946-06-18,0,0,0,1,0,1,1974
1616,P-90487,Čapkovič,Ján,1948-01-11,0,0,0,0,1,1,1970
1617,P-05119,Capparelli,Roberto,1923-11-18,0,0,0,0,1,1,1950
1618,P-24692,Cappello,Gino,1920-06-02,0,0,0,0,1,2,"1950, 1954"
1619,P-36309,Caprile,Emilio,1928-09-30,0,0,0,0,1,1,1950
1620,P-76186,Capuccini,Miguel,1904-01-05,0,1,0,0,0,1,1930
1621,P-07559,Capucho,not applicable,1972-02-21,0,0,0,1,0,1,2002
1622,P-51460,Carapellese,Riccardo,1922-07-01,0,0,0,0,1,1,1950
1623,P-69496,Carbajal,Antonio,1929-06-07,0,1,0,0,0,5,"1950, 1954, 1958, 1962, 1966"
1624,P-80644,Carballo,Néstor,1929-02-03,0,0,0,1,0,1,1954
1625,P-76077,Carbonero,Carlos,1990-07-25,0,0,0,1,0,1,2014
1626,P-54137,Carcela,Mehdi,1989-07-01,0,0,0,1,0,1,2018
1627,P-35067,Cardaccio,Alberto,1949-08-26,0,0,0,1,0,1,1974
1628,P-25743,Cárdenas,Javier,1952-12-08,0,0,0,1,0,1,1978
1629,P-53255,Cárdenas,Raúl,1928-10-30,0,0,1,1,0,3,"1954, 1958, 1962"
1630,P-28881,Cardeñosa,Julio,1949-10-27,0,0,0,1,0,1,1978
1631,P-98051,Cardozo,José,1971-03-19,0,0,0,0,1,2,"1998, 2002"
1632,P-30381,Cardozo,Óscar,1983-05-20,0,0,0,0,1,1,2010
1633,P-90635,Careca,not applicable,1960-10-05,0,0,0,0,1,2,"1986, 1990"
1634,P-49195,Cargill,Peter,1964-03-02,0,0,0,1,0,1,1998
1635,P-91888,Carini,Fabián,1979-12-26,0,1,0,0,0,1,2002
1636,P-15903,Carioca,Carol,1983-02-18,1,0,1,0,0,1,2011
1637,P-94074,Carle,Gabrielle,1998-10-12,1,0,0,1,0,1,2019
1638,P-08987,Carlén,Hilda,1991-08-13,1,1,0,0,0,1,2015
1639,P-09642,Carlos,José,1941-09-22,0,0,1,0,0,1,1966
1640,P-43781,Carlos,not applicable,1956-03-04,0,1,0,0,0,3,"1978, 1982, 1986"
1641,P-85176,Carlos,Roberto,1973-04-10,0,0,1,0,0,3,"1998, 2002, 2006"
1642,P-06023,Carlsen,Agnete,1971-01-15,1,0,1,1,0,2,"1991, 1995"
1643,P-62095,Carlsson,Rune,1909-10-01,0,0,0,1,0,1,1934
1644,P-19096,Carlund,Victor,1906-02-05,0,0,0,1,0,1,1934
1645,P-90224,Carmelo,not applicable,1930-12-06,0,1,0,0,0,1,1962
1646,P-41671,Carmona,Carlos,1987-02-21,0,0,0,1,0,2,"2010, 2014"
1647,P-32594,Carmona,Salvador,1975-08-22,0,0,1,0,0,2,"1998, 2002"
1648,P-14062,Carnell,Bradley,1977-01-21,0,0,1,0,0,1,2002
1649,P-49269,Carnevale,Andrea,1961-01-12,0,0,0,0,1,1,1990
1650,P-53390,Carnevali,Daniel,1946-12-04,0,1,0,0,0,1,1974
1651,P-03552,Carney,David,1983-11-30,0,0,1,0,0,1,2010
1652,P-34666,Carney,Karen,1987-08-01,1,0,0,1,1,4,"2007, 2011, 2015, 2019"
1653,P-95105,Carnus,Georges,1942-08-13,0,1,0,0,0,1,1966
1654,P-87029,Caron,Annie,1964-06-05,1,0,0,1,0,1,1995
1655,P-07188,Carpegiani,not applicable,1949-02-07,0,0,0,1,0,1,1974
1656,P-60982,Carpenter,Ellie,2000-04-28,1,0,1,0,0,1,2019
1657,P-50944,Carragher,Jamie,1978-01-28,0,0,1,0,0,2,"2006, 2010"
1658,P-12398,Carrasco,Francisco José,1959-03-06,0,0,0,1,0,1,1986
1659,P-06338,Carrasco,Yannick,1993-09-04,0,0,0,1,1,2,"2018, 2022"
1660,P-37370,Carrascosa,Jorge,1948-08-15,0,0,1,0,0,1,1974
1661,P-38004,Carrasso,Cédric,1981-12-30,0,1,0,0,0,1,2010
1662,P-34780,Carré,Louis,1925-01-07,0,0,0,1,0,1,1954
1663,P-94135,Carreño,Juan,1907-08-14,0,0,0,0,1,1,1930
1664,P-61392,Carreras,Saguier,not available,0,0,0,0,1,1,1930
1665,P-50718,Carrick,Michael,1981-07-28,0,0,0,1,0,2,"2006, 2010"
1666,P-39610,Carrillo,André,1991-06-14,0,0,0,0,1,1,2018
1667,P-69090,Carrizo,Amadeo,1926-06-12,0,1,0,0,0,1,1958
1668,P-77401,Carroll,Kim,1987-09-02,1,0,1,0,0,1,2011
1669,P-57284,Carsley,Lee,1974-02-28,0,0,0,1,0,1,2002
1670,P-57447,Carson,Scott,1985-09-03,0,1,0,0,0,1,2006
1671,P-49769,Carta,Antonella,1967-03-01,1,0,0,1,0,1,1999
1672,P-77391,Cartagena,Wilder,1994-09-23,0,0,0,1,0,1,2018
1673,P-76996,Carter,Trudi,1994-11-18,1,0,0,0,1,1,2019
1674,P-25925,Carter-Vickers,Cameron,1997-12-31,0,0,1,0,0,1,2022
1675,P-69323,Carteus,Pierre,1943-09-24,0,0,0,0,1,1,1970
1676,P-81432,Carus,Carlos,1930-10-06,0,0,0,0,1,1,1954
1677,P-71071,Carvajal,Dani,1992-01-11,0,0,1,0,0,2,"2018, 2022"
1678,P-72041,Carvajales,Benito,1913-07-25,0,1,0,0,0,1,1938
1679,P-67001,Carvalho,Joaquim,1937-04-18,0,1,0,0,0,1,1966
1680,P-37760,Carvalho,Ricardo,1978-05-18,0,0,1,0,0,2,"2006, 2010"
1681,P-44689,Carvalho,William,1992-04-07,0,0,0,1,0,3,"2014, 2018, 2022"
1682,P-19583,Carvallo,Hernán,1922-08-19,0,0,0,1,0,1,1950
1683,P-09633,Carvallo,José,1986-03-01,0,1,0,0,0,1,2018
1684,P-98447,Casagrande,Lisa,1978-05-29,1,0,0,1,1,2,"1995, 1999"
1685,P-19190,Casagrande,not applicable,1963-04-15,0,0,0,0,1,1,1986
1686,P-53302,Casali,Charles,1923-04-27,0,0,0,1,0,1,1954
1687,P-06741,Casari,Giuseppe,1922-04-10,0,1,0,0,0,1,1950
1688,P-22131,Casarín,Horacio,1918-05-25,0,0,0,0,1,1,1950
1689,P-65933,Cascarino,Delphine,1997-02-05,1,0,0,0,1,1,2019
1690,P-94106,Cascarino,Tony,1962-09-01,0,0,0,0,1,2,"1990, 1994"
1691,P-02305,Casemiro,not applicable,1992-02-23,0,0,0,1,0,2,"2018, 2022"
1692,P-87116,Casey,Tommy,1930-03-11,0,0,0,0,1,1,1958
1693,P-17099,Cash,Matty,1997-08-07,0,0,1,0,0,1,2022
1694,P-61793,Casillas,Iker,1981-05-20,0,1,0,0,0,4,"2002, 2006, 2010, 2014"
1695,P-26730,Casiraghi,Pierluigi,1969-03-04,0,0,0,0,1,1,1994
1696,P-04221,Cassano,Antonio,1982-07-12,0,0,0,0,1,1,2014
1697,P-67223,Casseleux,Anne-Laure,1984-01-13,1,0,1,0,0,1,2003
1698,P-96992,Cassiani,Geovanis,1970-01-10,0,0,1,0,0,1,1990
1699,P-13942,Cassidy,Tommy,1950-11-18,0,0,0,1,0,1,1982
1700,P-66815,Cássio,not applicable,1987-06-06,0,1,0,0,0,1,2018
1701,P-56069,Castagne,Timothy,1995-12-05,0,0,0,1,0,1,2022
1702,P-17626,Castaneda,Jean,1957-03-20,0,1,0,0,0,1,1982
1703,P-85132,Castañeda,Cristián,1968-09-18,0,0,1,0,0,1,1998
1704,P-19392,Castaño,Stefany,1994-01-11,1,1,0,0,0,1,2015
1705,P-88715,Casteels,Koen,1992-06-25,0,1,0,0,0,2,"2018, 2022"
1706,P-56674,Castellazzi,Armando,1904-10-07,0,0,0,1,0,1,1934
1707,P-59303,Castelletto,Jean-Charles,1995-01-26,0,0,1,0,0,1,2022
1708,P-65172,Castellini,Luciano,1945-12-12,0,1,0,0,0,1,1974
1709,P-86570,Castilho,Carlos José,1927-11-27,0,1,0,0,0,4,"1950, 1954, 1958, 1962"
1710,P-91301,Castillo,Juan,1978-04-17,0,1,0,0,0,1,2010
1711,P-98480,Castillo,Mario,1951-10-30,0,0,1,0,0,1,1982
1712,P-90575,Castillo,Ramiro,1966-03-27,0,0,0,1,0,1,1994
1713,P-96174,Castillo,Segundo,1982-05-15,0,0,0,1,0,1,2006
1714,P-18898,Castrejón,Francisco,1947-06-11,0,1,0,0,0,1,1970
1715,P-73169,Castro,Carlos,1978-09-10,0,0,1,0,0,1,2002
1716,P-87801,Castro,Guillermo,1940-06-25,0,0,1,0,0,1,1970
1717,P-54697,Castro,Héctor,1904-11-29,0,0,0,0,1,1,1930
1718,P-02461,Castro,Israel,1980-12-29,0,0,0,1,0,1,2010
1719,P-33321,Castro,Jesús,1900-01-01,0,0,0,0,1,1,1930
1720,P-86098,Castro,José Antonio,1980-08-11,0,0,1,0,0,1,2006
1721,P-46202,Castro,Katerin,1991-11-21,1,0,0,0,1,1,2011
1722,P-13223,Castro,Luis,1921-07-31,0,0,0,0,1,1,1954
1723,P-67855,Castro,Osvaldo,1947-04-14,0,0,0,0,1,1,1974
1724,P-14403,Castro,William,1962-05-22,0,0,0,1,0,1,1990
1725,P-57208,Caszely,Carlos,1950-07-05,0,0,0,0,1,2,"1974, 1982"
1726,P-49485,Çatkıç,Ömer,1974-10-15,0,1,0,0,0,1,2002
1727,P-28164,Catley,Steph,1994-01-26,1,0,1,0,0,2,"2015, 2019"
1728,P-42530,Caughey,Mark,1960-08-31,0,0,0,0,1,1,1986
1729,P-44349,Causio,Franco,1949-02-01,0,0,0,1,0,3,"1974, 1978, 1982"
1730,P-60052,Cavallero,Pablo,1974-04-13,0,1,0,0,0,2,"1998, 2002"
1731,P-58061,Cavallini,Lucas,1992-12-28,0,0,0,0,1,1,2022
1732,P-59138,Cavani,Edinson,1987-02-14,0,0,0,0,1,4,"2010, 2014, 2018, 2022"
1733,P-77995,Cavanna,Giuseppe,1905-09-18,0,1,0,0,0,1,1934
1734,P-18941,Cayasso,Juan,1961-06-24,0,0,0,1,0,1,1990
1735,P-92301,Cazenave,Hector,1914-04-13,0,0,1,0,0,1,1938
1736,P-98074,Cazorla,Santi,1984-12-13,0,0,0,1,0,1,2014
1737,P-18628,Cea,Pedro,1900-09-01,0,0,0,0,1,1,1930
1738,P-65254,Cebula,Ewald,1917-03-22,0,0,0,0,1,1,1938
1739,P-51100,Čech,Marek,1983-01-26,0,0,1,0,0,1,2010
1740,P-53062,Čech,Petr,1982-05-20,0,1,0,0,0,1,2006
1741,P-36403,Cederkvist,Tine,1979-03-21,1,1,0,0,0,1,2007
1742,P-46272,Cédric,not applicable,1991-08-31,0,0,1,0,0,1,2018
1743,P-22187,Čeh,Aleš,1968-04-07,0,0,0,1,0,1,2002
1744,P-74981,Čeh,Nastja,1978-01-26,0,0,0,1,0,1,2002
1745,P-08262,Celades,Albert,1975-09-29,0,0,0,1,0,1,1998
1746,P-01939,Ceni,Rogério,1973-01-22,0,1,0,0,0,2,"2002, 2006"
1747,P-17405,Cenira,not applicable,1965-02-12,1,0,0,1,1,2,"1991, 1995"
1748,P-68890,Centeno,Walter,1974-10-06,0,0,0,1,0,2,"2002, 2006"
1749,P-33494,Centurión,Pablo,not available,0,1,0,0,0,1,1950
1750,P-53189,Cera,Pierluigi,1941-02-25,0,0,1,0,0,1,1970
1751,P-73371,Cerbah,Mehdi,1953-04-03,0,1,0,0,0,1,1982
1752,P-39774,Cerci,Alessio,1987-07-23,0,0,0,0,1,1,2014
1753,P-94715,Ceresoli,Carlo,1910-05-14,0,1,0,0,0,1,1938
1754,P-22554,Cerezo,Toninho,1955-04-21,0,0,0,1,0,2,"1978, 1982"
1755,P-34581,Cernoia,Valentina,1991-06-22,1,0,0,1,0,1,2019
1756,P-99116,Cerny,Harald,1973-09-13,0,0,0,1,0,1,1998
1757,P-48049,Černý,Karel,1910-02-01,0,0,1,0,0,1,1938
1758,P-25424,Cervato,Sergio,1929-03-22,0,0,1,0,0,1,1954
1759,P-68662,Cesar,Boštjan,1982-07-09,0,0,1,0,0,1,2010
1760,P-05820,César,Júlio,1963-03-08,0,0,1,0,0,1,1986
1761,P-11275,César,Júlio,1979-09-03,0,1,0,0,0,3,"2006, 2010, 2014"
1762,P-20802,César,not applicable,1920-06-29,0,0,0,0,1,1,1950
1763,P-73846,César,not applicable,1945-05-17,0,0,0,0,1,1,1974
1764,P-01889,Céspedes,Casiano,not available,0,0,1,0,0,1,1950
1765,P-17309,Ceuleers,Arthur,1916-02-28,0,0,0,0,1,1,1938
1766,P-25456,Ceulemans,Jan,1957-02-28,0,0,0,1,0,3,"1982, 1986, 1990"
1767,P-11930,Cevallos,José Francisco,1971-04-17,0,1,0,0,0,1,2002
1768,P-13141,Cha,Bum-kun,1953-05-21,0,0,0,0,1,1,1986
1769,P-39884,Cha,Du-ri,1980-07-25,0,0,1,0,1,2,"2002, 2010"
1770,P-44308,Cha,Jong-hyok,1985-09-25,0,0,1,0,0,1,2010
1771,P-09569,Chaalali,Ghailene,1994-02-28,0,0,0,1,1,2,"2018, 2022"
1772,P-67537,Chacho,not applicable,1911-04-14,0,0,0,0,1,1,1934
1773,P-57150,Chacón,Daniel,2001-04-11,0,0,0,1,0,1,2022
1774,P-89078,Chadili,Mustapha,1973-02-14,0,1,0,0,0,1,1998
1775,P-69919,Chadli,Nacer,1989-08-02,0,0,0,1,0,2,"2014, 2018"
1776,P-81415,Chagas,Marinho,1952-02-08,0,0,1,0,0,1,1974
1777,P-97535,Chaib,Mohammed,1957-05-20,0,0,1,0,0,1,1986
1778,P-87409,Chair,Ilias,1997-10-30,0,0,0,1,0,1,2022
1779,P-76847,Chaires,Arturo,1937-03-14,0,0,1,0,0,2,"1962, 1966"
1780,P-99914,Chalá,Cléber,1971-06-29,0,0,0,1,0,1,2002
1781,P-44727,Chaldú,Mario,1942-06-06,0,0,0,0,1,1,1966
1782,P-51633,Chalkias,Kostas,1974-05-30,0,1,0,0,0,1,2010
1783,P-19550,Challe,Roberto,1946-11-24,0,0,0,1,0,1,1970
1784,P-54028,Chaloupka,Pavel,1959-05-04,0,0,0,1,0,1,1982
1785,P-69030,Chalupny,Lori,1984-01-29,1,0,1,1,0,2,"2007, 2015"
1786,P-55474,Chamberlain,Siobhan,1983-08-15,1,1,0,0,0,3,"2007, 2011, 2015"
1787,P-51301,Chamorro,Eustacio,not available,0,0,1,0,0,1,1930
1788,P-28816,Chamot,José,1969-05-17,0,0,1,0,0,3,"1994, 1998, 2002"
1789,P-24097,Chance,Olivia,1993-10-05,1,0,0,1,0,1,2019
1790,P-98378,Chandler,Timothy,1990-03-29,0,0,1,0,0,1,2014
1791,P-54269,Chaney,Cinnamon,1969-01-10,1,0,1,0,0,1,1991
1792,P-88360,Chang-hoon,Kwon,1994-06-30,0,0,0,1,0,1,2022
1793,P-90721,Chanov,Viktor,1959-07-21,0,1,0,0,0,3,"1982, 1986, 1990"
1794,P-05387,Chanov,Vyacheslav,1951-10-23,0,1,0,0,0,1,1982
1795,P-41990,Chantraine,Alexis,1901-03-16,0,0,0,1,0,1,1930
1796,P-83054,Chantrel,Augustin,1906-11-11,0,0,0,1,0,1,1930
1797,P-09278,Chaouch,Mohammed,1966-12-12,0,0,0,0,1,1,1994
1798,P-17205,Chaouchi,Faouzi,1984-12-05,0,1,0,0,0,1,2010
1799,P-54301,Chaparro,Ernesto,1901-01-04,0,0,1,0,0,1,1930
1800,P-01321,Chapeh,Laetitia,1987-04-07,1,0,1,0,0,1,2011
1801,P-97105,Chapman,Allysha,1989-01-25,1,0,1,0,0,2,"2015, 2019"
1802,P-19025,Chapman,Candace,1983-04-02,1,0,1,1,0,2,"2007, 2011"
1803,P-73084,Chapman,Katie,1982-06-15,1,0,0,1,0,2,"2007, 2015"
1804,P-82907,Chapman,Sammy,1938-02-16,0,0,0,1,0,1,1958
1805,P-28977,Chapuisat,Stéphane,1969-06-28,0,0,0,0,1,1,1994
1806,P-75179,Charbonnier,Lionel,1966-10-25,0,1,0,0,0,1,1998
1807,P-32124,Charisteas,Angelos,1980-02-09,0,0,0,0,1,1,2010
1808,P-23065,Charles,David Atiba,1977-08-29,0,0,1,0,0,1,2006
1809,P-12687,Charles,John,1931-12-27,0,0,0,0,1,1,1958
1810,P-66610,Charles,Mel,1935-05-14,0,0,0,1,0,1,1958
1811,P-08601,Charlton,Bobby,1937-10-11,0,0,0,1,1,4,"1958, 1962, 1966, 1970"
1812,P-43761,Charlton,Jack,1935-05-08,0,0,1,0,0,2,"1966, 1970"
